CleanedJuryData.csv,judge,type,code,jcp,age,gender,edu,,NOTES,,
54,GLG,civil,J,NCP,45,M,12,,,,
54,GLG,civil,J,NCP,42,M,14,,,,
54,GLG,civil,CP,CP,47,M,15,,,,
54,GLG,civil,J,NCP,43,M,12,,,,
54,GLG,civil,CP,CP,34,M,17,,,,
54,GLG,civil,CP,CP,62,M,12,,,,
54,GLG,civil,J,NCP,51,M,13,,,,
54,GLG,civil,J,NCP,44,F,16,,,,
55,PCD,civil,CP,CP,61,F,13,,,,
55,PCD,civil,PD,NCP,62,F,12,,,,
55,PCD,civil,PP,NCP,41,M,19,,,,
55,PCD,civil,PD,NCP,53,F,14,,,,
55,PCD,civil,J,NCP,54,M,12,,,,
55,PCD,civil,CP,CP,38,M,16,,,,
55,PCD,civil,CP,CP,55,F,12,,,,
55,PCD,civil,J,NCP,48,F,14,,,,
55,PCD,civil,PP,NCP,54,F,14,,,,
55,PCD,civil,CP,CP,36,M,14,,,,
55,PCD,civil,PP,NCP,61,F,12,,,,
55,PCD,civil,J,NCP,57,F,16,,,,
55,PCD,civil,PPPD,NCP,56,F,20,,,,
55,PCD,civil,PD,NCP,51,F,14,,,,
55,PCD,civil,J,NCP,32,M,13,,,,
55,PCD,civil,PP,NCP,53,F,13,,,,
55,PCD,civil,CP,CP,46,F,13,,,,
55,PCD,civil,J,NCP,38,M,18,,,,
55,PCD,civil,PD,NCP,66,F,16,,,,
55,PCD,civil,J,NCP,60,F,12,,,,
55,PCD,civil,J,NCP,61,F,13,,,,
55,PCD,civil,J,NCP,48,M,16,,,,
55,PCD,civil,CP,CP,61,M,16,,,,
55,PCD,civil,J,NCP,24,F,16,,,,
55,PCD,civil,CP,CP,60,M,16,,,,
55,PCD,civil,NCP,NCP,24,F,16,,,,
55,PCD,civil,NCP,NCP,26,F,12,,,,
55,PCD,civil,NCP,NCP,52,M,20,,,,
55,PCD,civil,CP,CP,40,M,16,,,,
55,PCD,civil,NCP,NCP,41,F,16,,,,
55,PCD,civil,CP,CP,29,F,15,,,,
55,PCD,civil,CP,CP,43,F,17,,,,
55,PCD,civil,NCP,NCP,46,M,12,,,,
55,PCD,civil,NCP,NCP,50,F,13,,,,
55,PCD,civil,NCP,NCP,51,M,20,,,,
55,PCD,civil,NCP,NCP,47,M,16,,,,
55,PCD,civil,NCP,NCP,33,M,13,,,,
55,PCD,civil,NCP,NCP,50,M,17,,,,
55,PCD,civil,NCP,NCP,47,M,12,,,,
55,PCD,civil,CP,CP,69,M,14,,,,
55,PCD,civil,NCP,NCP,53,F,14,,,,
55,PCD,civil,NCP,NCP,29,F,14,,,,
55,PCD,civil,NCP,NCP,52,F,17,,,,
55,PCD,civil,NCP,NCP,53,M,12,,,,
55,PCD,civil,CP,CP,57,F,16,,,,
55,PCD,civil,NCP,NCP,56,M,12,,,,
55,PCD,civil,CP,CP,70,F,22,,,,
55,PCD,civil,NCP,NCP,36,M,22,,,,
55,PCD,civil,CP,CP,52,F,18,,,,
55,PCD,civil,NCP,NCP,60,M,11,,,,
55,PCD,civil,NCP,NCP,52,M,16,,,,
55,PCD,civil,NCP,NCP,37,F,14,,,,
55,PCD,civil,NCP,NCP,61,M,10,,,,
55,PCD,civil,NCP,NCP,28,F,14,,,,
55,PCD,civil,NCP,NCP,61,M,16,,,,
55,PCD,civil,CP,CP,47,M,12,,,,
55,PCD,civil,NCP,NCP,45,M,16,,,,
55,PCD,civil,NCP,NCP,47,F,12,,,,
55,PCD,civil,CP,CP,32,F,16,,,,
55,PCD,civil,NCP,NCP,52,F,13,,,,
55,PCD,civil,NCP,NCP,71,M,22,,,,
55,PCD,civil,NCP,NCP,50,F,16,,,,
55,PCD,civil,NCP,NCP,49,M,12,,,,
55,PCD,civil,CP,CP,64,F,12,,,,
55,PCD,civil,NCP,NCP,48,M,18,,,,
55,PCD,civil,CP,CP,39,M,18,,,,
55,PCD,civil,NCP,NCP,46,F,12,,,,
55,PCD,civil,CP,CP,58,F,13,,,,
55,PCD,civil,CP,CP,22,F,16,,,,
56,AWT,civil,CP,CP,42,M,10,,,,
56,AWT,civil,J,NCP,39,F,14,,,,
56,AWT,civil,J,NCP,45,F,12,,,,
56,AWT,civil,NI,NI,61,F,12,,,,
56,AWT,civil,NI,NI,26,M,12,,,,
56,AWT,civil,NI,NI,47,M,12,,,,
56,AWT,civil,NI,NI,57,F,14,,,,
56,AWT,civil,NI,NI,22,M,16,,,,
56,AWT,civil,NI,NI,45,M,12,,,,
56,AWT,civil,NI,NI,39,F,12,,,,
56,AWT,civil,NI,NI,62,F,18,,,,
56,AWT,civil,NI,NI,61,F,14,,,,
56,AWT,civil,NI,NI,42,M,12,,,,
56,AWT,civil,NI,NI,48,F,13,,,,
56,AWT,civil,NI,NI,67,F,13,,,,
56,AWT,civil,NI,NI,55,M,17,,,,
56,AWT,civil,NI,NI,30,M,12,,,,
56,AWT,civil,NI,NI,54,F,17,,,,
56,AWT,civil,NI,NI,46,F,12,,,,
56,AWT,civil,NI,NI,59,F,22,,,,
56,AWT,civil,NI,NI,56,F,22,,,,
56,AWT,civil,NI,NI,56,F,16,,,,
56,AWT,civil,NI,NI,23,M,17,,,,
56,AWT,civil,NI,NI,45,F,18,,,,
56,AWT,civil,NI,NI,39,M,12,,,,
56,AWT,civil,NI,NI,65,M,18,,,,
56,AWT,civil,J,NCP,37,F,12,,,,
56,AWT,civil,PD,NCP,33,F,16,,,,
56,AWT,civil,J,NCP,53,F,17,,,,
56,AWT,civil,PD,NCP,51,F,22,,,,
56,AWT,civil,PP,NCP,59,M,16,,,,
56,AWT,civil,CP,CP,26,F,17,,,,
56,AWT,civil,CP,CP,23,M,17,,,,
56,AWT,civil,CP,CP,33,F,13,,,,
56,AWT,civil,CP,CP,39,M,13,,,,
56,AWT,civil,J,NCP,45,M,17,,,,
56,AWT,civil,J,NCP,54,F,13,,,,
56,AWT,civil,PD,NCP,46,F,20,,,,
56,AWT,civil,CP,CP,39,M,16,,,,
56,AWT,civil,J,NCP,43,M,12,,,,
56,AWT,civil,PP,NCP,56,M,12,,,,
56,AWT,civil,CP,CP,27,F,16,,,,
56,AWT,civil,J,NCP,49,F,12,,,,
56,AWT,civil,CP,CP,56,M,10,,,,
56,AWT,civil,CP,CP,27,F,16,,,,
57,AWT,civil,J,NCP,48,F,16,,,,
57,AWT,civil,J,NCP,26,F,15,,,,
57,AWT,civil,J,NCP,40,M,18,,,,
57,AWT,civil,CP,CP,42,M,10,,,,
57,AWT,civil,J,NCP,52,F,22,,,,
57,AWT,civil,CP,CP,39,F,14,,,,
57,AWT,civil,PP,NCP,45,F,12,,,,
57,AWT,civil,PD,NCP,61,F,12,,,,
57,AWT,civil,J,NCP,26,M,12,,,,
57,AWT,civil,CP,CP,47,M,12,,,,
57,AWT,civil,PD,NCP,57,F,14,,,,
57,AWT,civil,CP,CP,22,M,16,,,,
57,AWT,civil,J,NCP,45,M,12,,,,
57,AWT,civil,PD,NCP,39,F,12,,,,
57,AWT,civil,PP,NCP,62,F,18,,,,
57,AWT,civil,CP,CP,61,F,14,,,,
57,AWT,civil,CP,CP,42,M,12,,,,
57,AWT,civil,CP,CP,48,F,13,,,,
57,AWT,civil,J,NCP,67,F,13,,,,
57,AWT,civil,CP,CP,55,M,17,,,,
57,AWT,civil,CP,CP,30,M,12,,,,
57,AWT,civil,PP,NCP,54,F,17,,,,
57,AWT,civil,J,NCP,46,F,12,,,,
57,AWT,civil,CP,CP,59,F,22,,,,
57,AWT,civil,CP,CP,56,F,22,,,,
57,AWT,civil,CP,CP,56,F,16,,,,
57,AWT,civil,J,NCP,23,M,17,,,,
57,AWT,civil,CP,CP,45,F,18,,,,
57,AWT,civil,CP,CP,39,M,12,,,,
57,AWT,civil,J,NCP,65,M,18,,,,
57,AWT,civil,NI,NI,37,F,12,,,,
57,AWT,civil,NI,NI,33,F,16,,,,
57,AWT,civil,NI,NI,53,F,17,,,,
57,AWT,civil,NI,NI,51,F,22,,,,
57,AWT,civil,NI,NI,59,M,16,,,,
57,AWT,civil,NI,NI,26,F,17,,,,
57,AWT,civil,NI,NI,23,M,17,,,,
57,AWT,civil,NI,NI,33,F,13,,,,
57,AWT,civil,NI,NI,39,M,13,,,,
57,AWT,civil,NI,NI,45,M,17,,,,
57,AWT,civil,NI,NI,54,F,13,,,,
57,AWT,civil,NI,NI,46,F,20,,,,
57,AWT,civil,NI,NI,39,M,16,,,,
57,AWT,civil,NI,NI,43,M,12,,,,
57,AWT,civil,NI,NI,56,M,12,,,,
57,AWT,civil,NI,NI,27,F,16,,,,
57,AWT,civil,NI,NI,49,F,12,,,,
57,AWT,civil,NI,NI,56,M,10,,,,
57,AWT,civil,NI,NI,27,F,16,,,,
58,AVC,civil,J,NCP,60,F,12,,,,
58,AVC,civil,J,NCP,25,M,14,,,,
58,AVC,civil,CP,CP,65,M,15,,,,
58,AVC,civil,PD,NCP,59,F,22,,,,
58,AVC,civil,J,NCP,57,M,17,,,,
58,AVC,civil,CP,CP,34,F,18,,,,
58,AVC,civil,CP,CP,32,F,16,,,,
58,AVC,civil,PP,NCP,53,M,14,,,,
58,AVC,civil,CP,CP,42,M,12,,,,
58,AVC,civil,CP,CP,52,F,22,,,,
58,AVC,civil,CP,CP,36,M,13,,,,
58,AVC,civil,CP,CP,35,M,13,,,,
58,AVC,civil,PP,NCP,60,M,22,,,,
58,AVC,civil,J,NCP,64,F,13,,,,
58,AVC,civil,J,NCP,69,M,12,,,,
58,AVC,civil,PD,NCP,41,M,15,,,,
58,AVC,civil,CP,CP,54,F,16,,,,
58,AVC,civil,CP,CP,45,M,18,,,,
58,AVC,civil,J,NCP,45,F,18,,,,
58,AVC,civil,J,NCP,40,F,16,,,,
58,AVC,civil,J,NCP,43,M,18,,,,
58,AVC,civil,PD,NCP,62,F,12,,,,
58,AVC,civil,PP,NCP,75,M,16,,,,
58,AVC,civil,PD,NCP,63,F,21,,,,
58,AVC,civil,J,NCP,62,M,16,,,,
58,AVC,civil,J,NCP,60,F,12,,,,
58,AVC,civil,J,NCP,61,M,17,,,,
58,AVC,civil,CP,CP,36,M,14,,,,
58,AVC,civil,J,NCP,53,F,13,,,,
58,AVC,civil,CP,CP,54,M,14,,,,
58,AVC,civil,PD,NCP,54,F,18,,,,
58,AVC,civil,PP,NCP,54,M,12,,,,
58,AVC,civil,CP,CP,23,M,14,,,,
58,AVC,civil,CP,CP,40,F,19,,,,
58,AVC,civil,CP,CP,56,F,15,,,,
58,AVC,civil,J,NCP,28,F,16,,,,
59,WIG,civil,J,NCP,42,F,18,,,,
59,WIG,civil,CP,CP,47,F,22,,,,
59,WIG,civil,CP,CP,39,M,16,,,,
59,WIG,civil,J,NCP,46,F,16,,,,
59,WIG,civil,J,NCP,49,M,18,,,,
59,WIG,civil,CP,CP,58,M,18,,,,
59,WIG,civil,J,NCP,57,M,7,,,,
59,WIG,civil,PD,NCP,44,M,17,,,,
59,WIG,civil,CP,CP,53,F,12,,,,
59,WIG,civil,PD,NCP,47,M,17,,,,
59,WIG,civil,J,NCP,56,F,11,,,,
59,WIG,civil,J,NCP,32,M,12,,,,
59,WIG,civil,J,NCP,56,M,18,,,,
59,WIG,civil,J,NCP,51,F,14,,,,
59,WIG,civil,PP,NCP,47,F,15,,,,
59,WIG,civil,CP,CP,46,F,16,,,,
59,WIG,civil,CP,CP,57,F,14,,,,
59,WIG,civil,J,NCP,35,F,18,,,,
59,WIG,civil,CP,CP,50,F,14,,,,
59,WIG,civil,PD,NCP,59,F,22,,,,
59,WIG,civil,CP,CP,51,F,11,,,,
59,WIG,civil,CP,CP,42,M,16,,,,
59,WIG,civil,J,NCP,75,M,15,,,,
59,WIG,civil,CP,CP,37,M,15,,,,
59,WIG,civil,PD,NCP,40,M,14,,,,
59,WIG,civil,J,NCP,35,M,15,,,,
59,WIG,civil,J,NCP,73,F,17,,,,
59,WIG,civil,CP,CP,58,F,16,,,,
59,WIG,civil,CP,CP,48,F,18,,,,
59,WIG,civil,J,NCP,67,F,16,,,,
59,WIG,civil,J,NCP,21,M,14,,,,
59,WIG,civil,J,NCP,49,F,17,,,,
59,WIG,civil,PP,NCP,43,F,16,,,,
59,WIG,civil,NI,NI,44,F,14,,,,
59,WIG,civil,NI,NI,62,F,12,,,,
59,WIG,civil,NI,NI,43,M,11,,,,
59,WIG,civil,NI,NI,50,M,17,,,,
59,WIG,civil,NI,NI,31,M,12,,,,
59,WIG,civil,NI,NI,34,M,12,,,,
59,WIG,civil,NI,NI,72,F,18,,,,
60,CFD,civil,PP,NCP,49,F,22,,,,
60,CFD,civil,PD,NCP,47,F,13,,,,
60,CFD,civil,PD,NCP,38,M,20,,,,
60,CFD,civil,J,NCP,56,F,12,,,,
60,CFD,civil,J,NCP,42,M,22,,,,
60,CFD,civil,CP,CP,43,M,22,,,,
60,CFD,civil,PP,NCP,56,M,13,,,,
60,CFD,civil,J,NCP,34,M,19,,,,
60,CFD,civil,CP,CP,43,M,12,,,,
60,CFD,civil,J,NCP,44,M,11,,,,
60,CFD,civil,J,NCP,45,F,12,,,,
60,CFD,civil,CP,CP,56,M,16,,,,
60,CFD,civil,PD,NCP,52,F,13,,,,
60,CFD,civil,PP,NCP,53,M,15,,,,
60,CFD,civil,J,NCP,60,F,11,,,,
60,CFD,civil,J,NCP,40,M,16,,,,
60,CFD,civil,NI,NI,48,F,12,,,,
60,CFD,civil,NI,NI,63,M,16,,,,
60,CFD,civil,NI,NI,59,M,16,,,,
60,CFD,civil,NI,NI,48,M,14,,,,
60,CFD,civil,NI,NI,60,F,10,,,,
60,CFD,civil,NI,NI,52,F,22,,,,
60,CFD,civil,NI,NI,62,M,22,,,,
60,CFD,civil,NI,NI,44,F,12,,,,
60,CFD,civil,NI,NI,26,F,12,,,,
60,CFD,civil,NI,NI,54,F,12,,,,
60,CFD,civil,NI,NI,24,M,9,,,,
60,CFD,civil,NI,NI,42,F,14,,,,
60,CFD,civil,NI,NI,43,M,9,,,,
60,CFD,civil,NI,NI,55,M,17,,,,
60,CFD,civil,NI,NI,21,F,16,,,,
60,CFD,civil,NI,NI,60,M,14,,,,
60,CFD,civil,NI,NI,47,M,18,,,,
60,CFD,civil,NI,NI,58,M,14,,,,
60,CFD,civil,NI,NI,22,F,13,,,,
60,CFD,civil,NI,NI,67,F,14,,,,
60,CFD,civil,NI,NI,50,M,22,,,,
60,CFD,civil,NI,NI,38,M,12,,,,
60,CFD,civil,NI,NI,28,M,12,,,,
60,CFD,civil,NI,NI,50,M,14,,,,
60,CFD,civil,NI,NI,62,M,12,,,,
60,CFD,civil,NI,NI,48,M,20,,,,
60,CFD,civil,NI,NI,35,F,14,,,,
60,CFD,civil,NI,NI,22,F,17,,,,
60,CFD,civil,NI,NI,51,F,14,,,,
60,CFD,civil,NI,NI,43,F,19,,,,
